#Name,x-pos,y-pos,z-pos,dist,bright,temp
GJ-2097,2.3543,-1.1891,-20.7409,20.9079,0.0003,3621.5071
Gl-745B,17.2652,23.1864,-3.0592,29.0698,0.0035,3677.0146
GJ-1235,19.0374,27.0773,-1.7602,33.1467,0.0004,3502.7445
Gl-745A,17.2650,23.1845,-3.0741,29.0698,0.0034,3677.0146
Gl-174,-43.8962,1.4015,13.0255,45.8095,0.1086,4514.7926
Wo-9520,17.3908,10.4715,-29.2539,35.6074,0.0094,3778.5271
Gl-836.5,10.0006,36.1767,16.4381,40.9753,0.0011,8402.6953
GJ-2079,-27.1282,-18.1818,-44.6047,55.2819,0.0209,4017.0035
NN-3481A,-46.3073,-18.0963,-24.1713,55.2819,0.0288,3983.4078
NN-3589,-34.7925,-23.2083,-57.2572,70.9051,1.7219,6170.4797
NN-3114,-34.3881,28.6744,37.2497,58.2435,0.0038,3677.0146
Gl-27,-12.5182,22.4175,22.7382,34.2969,0.4406,5134.3712
Gl-697,37.8835,39.8976,-22.1314,59.3024,0.1169,4866.0844
Gl-427,-11.0772,-10.8495,-41.1319,43.9573,0.0004,7591.3840
NN-3621,-23.4742,-17.9431,-53.8513,61.4244,0.0273,4269.8553
Gl-655,31.1114,28.4911,-26.4570,49.7959,0.0046,3705.4360
GJ-1290,-12.5495,55.0767,45.1580,72.3200,0.0021,3662.9729
Gl-692.1,44.0876,45.3955,-28.4851,69.3965,0.3981,5372.7941
Gl-58.2,-31.6498,32.3029,38.3613,59.3024,0.2333,4840.8754
NN-3484,-54.6368,-20.5731,-29.1011,65.2327,0.0066,3748.9340
Gl-169,-36.1900,2.8855,11.8582,38.1924,0.0586,4034.0241
Gl-410,-11.9254,-9.5703,-32.4604,35.8816,0.0153,3823.8388
Gl-271A,-48.3302,-13.8438,-14.3064,52.2698,11.2720,7216.7630
Gl-160,-51.9726,7.8209,21.3378,56.7241,1.1588,5890.3220
Gl-359,-23.8542,-13.1410,-28.8571,39.6792,0.0003,3415.7979
NN-3441,-57.8824,-17.2816,-19.0264,63.3327,0.0106,3808.6099
GJ-1072,-44.3051,1.0990,11.0731,45.6811,0.0001,3222.0936
NN-3913,30.7483,21.1820,-48.6276,61.3089,0.0026,3778.5271
Gl-718,44.0947,54.8722,-17.2671,72.4807,0.1191,4471.9379
NN-3453,-53.5807,-16.3886,-19.4243,59.3024,0.0072,3793.5065
Gl-813,15.3253,38.4302,10.9728,42.8036,0.0024,3635.2204
NN-3976,19.6096,17.6884,-19.1418,32.6163,0.0002,3452.5084
GJ-1078,-66.5866,-3.1934,8.8665,67.2502,0.0002,3356.3732
Gl-857.1A,6.4181,59.6009,33.1929,68.5217,0.1096,4328.4424
GJ-1273,0.7037,52.5015,32.9867,62.0082,0.0009,8241.2146
Gl-499.1,6.9555,-2.4428,-74.6168,74.9801,2.6303,3662.9729
Gl-430.1,-13.5337,-12.3734,-54.5233,57.5244,0.0200,3823.8388
GJ-1127,-40.1689,-20.9680,-46.9266,65.2327,0.0565,4157.5219
Gl-408,-7.8250,-5.7730,-20.3525,22.5562,0.0041,3734.3173
Gl-535,18.1642,7.0378,-68.1767,70.9051,0.1009,4388.7408
Gl-53.1A,-32.6848,42.1644,44.3817,69.3965,0.1706,4471.9379
NN-3730,-2.5401,-7.5684,-70.4542,70.9051,0.0009,3649.0419
Gl-387A,-26.4234,-15.7564,-43.9472,53.6453,1.2474,6388.8889
GJ-1292,-10.5749,34.0894,27.7944,45.2376,0.0034,3734.3173
Gl-778,27.8562,52.1714,4.3538,59.3024,0.3597,5221.1002
Gl-232,-26.7395,-4.2755,-2.3429,27.1803,0.0004,3440.1812
Gl-84.3,-46.0220,32.7365,41.3424,69.9921,63.6796,4409.2340
Gl-568A,13.6877,8.6986,-30.7167,34.7352,0.0013,3635.2204
NN-3166,-49.9249,26.8893,37.4402,67.9507,0.0012,3677.0146
GJ-1179B,8.4136,3.1574,-38.0618,39.1083,0.0001,4514.7926
GJ-1179A,8.4190,3.1913,-38.0578,39.1083,0.0001,3211.4015
Gl-548A,16.4649,9.0684,-47.6279,51.2030,0.0270,3886.0435
Gl-548B,16.4698,9.0773,-47.6246,51.2030,0.0215,3854.6801
NN-4030,42.4095,48.1903,-27.8932,69.9921,0.0016,3635.2204
Gl-140C,-46.1120,14.6118,24.8043,54.3606,0.0042,3793.5065
Gl-140A,-46.1009,14.6365,24.8104,54.3606,0.0134,3778.5271
Gl-564,17.8271,11.4721,-41.7179,46.7953,0.8710,6128.7113
Gl-241,-55.6646,-10.1502,-8.5288,57.2216,0.1500,4695.2263
NN-4039AB,39.2533,45.9681,-24.5238,65.2327,1.0568,5815.2137
Wo-9131,-59.8430,14.1759,26.8674,67.1118,0.2270,7526.0144
Wo-9132,-64.6403,15.2143,28.6416,72.3200,0.0946,6212.8660
Gl-220,-62.2485,-5.3140,1.0281,62.4834,0.0151,3823.8388
GJ-1011,-17.6308,38.1107,32.9599,53.3819,0.0005,3662.9729
GJ-1034,-34.0954,40.3918,41.5764,67.2502,0.0004,3344.7435
NN-3779,5.7505,1.4562,-44.5952,44.9880,0.0011,3621.5071
NN-3580,-37.7084,-19.1011,-53.2027,67.9507,0.2606,5050.6447
NN-4026,27.9832,32.4212,-19.6816,47.1334,0.0016,3778.5271
Wo-9127,-62.3365,15.9923,27.8999,70.1427,0.0147,5106.1369
Wo-9125,-59.7565,15.3644,26.7522,67.2502,0.0182,5601.6978
GJ-1230A,13.6347,18.9602,-5.4562,23.9826,0.0005,3502.7445
Wo-9124,-65.1306,16.7607,29.1421,73.2951,0.0240,5742.1289
GJ-1083AB,-33.6350,-1.7080,1.8557,33.7294,0.0001,3299.0443
Gl-486.1,0.7031,-2.1277,-54.3144,54.3606,0.7244,5601.6978
Gl-578,26.6429,19.6822,-56.1967,65.2327,4.4875,6724.4177
Wo-9126,-56.2955,14.5307,25.1138,63.3327,0.0955,3502.7445
NN-3320,-50.8741,1.9449,9.4011,51.7720,0.0055,3823.8388
Gl-751,33.9064,53.7839,-6.9077,63.9536,0.0433,4034.0241
Gl-579,21.3987,15.8801,-45.1624,52.4378,0.0207,3934.0981
Gl-102,-23.4102,13.2333,17.0700,31.8519,0.0005,3515.5408
NN-3324,-69.8046,2.3258,12.2247,70.9051,0.4365,5280.6719
Gl-794,17.9657,42.7981,7.3708,46.9976,0.008511091.7612
GJ-1163,-0.4158,-2.7910,-60.3347,60.4006,0.0020,3607.9005
Gl-609.2,30.3939,27.1228,-43.6928,59.7369,0.4207,5372.7941
Gl-848,5.0145,36.8781,16.7705,40.8214,5.1050,6674.1615
Gl-252,-53.1698,-9.7765,-11.5537,55.2819,1.3428,6087.5470
Gl-822.2,12.8757,43.5417,13.1450,47.2700,0.2938,5023.3752
NN-3739,-1.6404,-3.3451,-69.2964,69.3965,0.0005,3607.9005
Gl-109,-19.8262,10.2454,13.2783,25.9684,0.0033,3705.4360
NN-3930,36.7886,32.9006,-55.3093,74.1280,0.2089,4742.7382
Gl-112,-47.6727,24.2211,31.3953,62.0082,0.2228,5162.9390
NN-3651,-23.4573,-14.1870,-68.8727,74.1280,0.3532,5162.9390
Gl-649,17.4325,18.3915,-17.9661,31.0632,0.0109,3793.5065
Gl-779.1,28.0000,57.4034,3.3040,63.9536,0.2355,4969.7612
NN-3795,10.5784,5.7630,-64.1107,65.2327,0.0032,3763.6701
NN-3657,-16.2920,-9.9754,-53.2016,56.5274,0.0002,3344.7435
NN-3464,-62.4339,-16.7289,-29.1494,70.9051,0.1500,4648.7071
Gl-460,-5.1359,-4.3666,-54.4943,54.9097,1.1588,7461.8638
Gl-157.1,-68.2516,15.2547,25.5787,74.4665,0.0041,3808.6099
Gl-226.1,-67.8424,-5.2774,-2.4817,68.0926,0.0013,3581.0028
Gl-154,-42.3623,11.4124,17.7802,47.3387,0.0263,3839.1950
NN-3478,-48.1540,-13.5415,-25.6944,56.2351,0.0213,3854.6801
Gl-700.2,34.9399,45.2154,-22.8468,61.5403,0.4966,5280.6719
NN-3599,-26.7305,-12.8851,-46.6427,55.2819,0.0013,3691.1685
Gl-669B,19.6621,22.6641,-17.9400,34.9586,0.0006,3594.3995
Gl-669A,19.6623,22.6654,-17.9381,34.9586,0.0027,3719.8185
NN-4166,21.2761,60.3881,12.4865,65.2327,0.0002,4866.0844
GJ-1231,28.9987,47.4800,-8.1918,56.2351,0.0002,3265.6062
GJ-1180,8.2797,5.6479,-41.7295,42.9162,0.0070,5436.1366
NN-4047,41.4908,57.0309,-23.9009,74.4665,0.0661,4695.2263
Gl-436,-7.5750,-4.4601,-31.8206,33.0125,0.0048,3763.6701
NN-3552,-45.9688,-17.3768,-46.3145,67.5286,0.0002,3254.6148
Gl-561,20.4204,16.2548,-56.2478,62.0082,0.0417,5501.0930
NN-3548A,-44.6812,-16.7711,-44.4705,65.2327,0.0066,3793.5065
GJ-1111,-9.5442,-2.9197,-6.3435,11.8261,0.0000,3108.3642
GJ-1197,35.1548,34.2474,-52.0324,71.5270,0.0020,3594.3995
Gl-118.2C,-49.8134,23.8440,29.7380,62.7237,0.0009,3677.0146
Gl-118.2B,-49.8209,23.8370,29.7311,62.7237,0.0387,3950.3928
Gl-118.2A,-48.8809,23.3873,29.1701,61.5403,0.2831,4917.3447
NN-3564,-26.3630,-10.6425,-32.1486,42.9162,0.0022,3705.4360
NN-3186,-49.3686,24.4301,30.0029,62.7237,0.0116,3808.6099
Gl-528A,6.9226,4.9500,-37.3703,38.3271,0.1086,4471.9379
Gl-354.1A,-39.8059,-15.4454,-44.3185,61.5403,0.4875,5372.7941
Gl-113AB,-55.1106,28.4684,34.3497,70.9051,0.3733,5191.8465
Gl-914A,-11.3254,31.8147,23.2064,40.9753,0.6546,5706.3189
Gl-171.2A,-51.4947,6.7673,12.3339,53.3819,0.1000,4471.9379
Gl-766A,15.8863,31.2152,-0.7718,35.0337,0.0007,3490.0442
Gl-268.3,-24.3145,-4.5830,-7.6081,25.8860,0.0025,3734.3173
NN-3219A,-61.7866,22.7605,30.2958,72.4807,0.0166,3901.9253
Gl-171.2B,-51.4935,6.7966,12.3228,53.3819,0.0001,5778.4237
Gl-303,-42.4026,-11.9811,-25.9232,51.1228,2.1878,6528.1554
NN-3546,-43.1516,-15.5434,-42.7856,62.7237,0.0488,4051.1958
Gl-265A,-52.0523,-8.6290,-14.1756,54.6337,0.0200,4086.0014
Gl-176.2,-70.5761,8.5793,14.9095,72.6422,0.2729,4996.4158
GJ-1241,26.9641,51.9951,-3.2760,58.6625,0.0028,8402.6953
Gl-835,7.4446,37.6322,12.5648,40.3668,0.0149,3793.5065
Gl-695B,15.5728,20.2543,-12.2581,28.3374,0.0047,3808.6099
Gl-695A,15.5714,20.2569,-12.2554,28.3374,2.8054,5436.1366
Wo-9533,34.2675,34.2627,-55.2106,73.4602,0.2754,5372.7941
NN-4018A,39.7717,50.8085,-33.0176,72.4807,0.0153,3870.2956
NN-4019B,39.7577,50.8190,-33.0183,72.4807,0.0035,3748.9340
NN-3108,-38.0036,35.8134,34.7475,62.7237,0.0223,3854.6801
Gl-851.5,5.2118,64.8813,28.1210,70.9051,0.0299,3854.6801
Gl-502,1.5882,1.4988,-27.1379,27.2257,1.2706,6087.5470
NN-3309,-41.1905,5.0204,8.5095,42.3589,0.0046,3748.9340
GJ-1169,3.7890,3.4054,-51.6864,51.9368,0.0011,3581.0028
NN-3540,-37.1798,-12.5108,-35.0519,52.6070,0.0028,3705.4360
NN-4225,9.1541,55.9651,20.1361,60.1777,0.0047,3621.5071
Gl-286,-29.1631,-6.3228,-12.9232,32.5188,30.1995,4742.7382
NN-4055,24.1256,35.6646,-14.0757,45.3005,0.0017,3635.2204
NN-3304,-31.5328,4.5036,7.0160,32.6163,0.0008,3581.0028
NN-4247,3.1923,26.9704,10.5110,29.1217,0.0011,3607.9005
Gl-324B,-32.3258,-9.7696,-26.1183,42.6915,0.0008,3594.3995
Gl-324A,-32.3360,-9.7579,-26.1100,42.6915,0.6194,5106.1369
NN-4109,22.8298,42.7095,-4.9544,48.6811,0.0020,3705.4360
Gl-459.3,-7.6461,-2.9422,-64.9802,65.4946,0.0196,3886.0435
GJ-1019,-26.5932,44.5289,35.4883,62.8446,0.0005,3662.9729
GJ-1029,-20.2232,27.1568,23.0761,40.9753,0.0002,3287.8201
Gl-340A,-38.8479,-12.6935,-38.3458,56.0418,0.1854,4742.7382
NN-3766,3.2339,4.1651,-65.0192,65.2327,0.0002,3321.7317
Gl-455,-11.6071,-4.7888,-64.9565,66.1589,0.0026,3452.5084
NN-3399,-69.3719,-7.2806,-12.7306,70.9051,0.0072,3793.5065
Gl-756,34.3124,64.0265,-8.4487,73.1308,0.0107,3934.0981
NN-3208,-40.8141,17.1886,20.2141,48.6811,0.0000,3021.2725
GJ-1167A,2.0602,3.4127,-51.6183,51.7720,0.0005,3490.0442
Gl-910,-16.2964,50.5478,33.3709,62.7237,0.0409,3966.8287
Gl-5,-14.1558,36.3845,25.1893,46.4620,0.6194,5436.1366
Gl-295,-55.1878,-11.8730,-28.7118,63.3327,0.5200,5567.7287
Gl-509A,4.9209,6.1573,-60.8001,61.3089,0.0479,4068.5209
GJ-1003,-18.8226,47.7662,32.8762,60.9651,0.0006,3808.6099
NN-3789,2.7053,3.0980,-25.5571,25.8860,0.0009,3691.1685
Gl-262,-56.7140,-7.3915,-15.6737,59.3024,1.2474,5967.5435
Gl-808.2,17.9079,58.0451,9.8629,61.5403,0.1343,4603.1486
Gl-207,-60.2181,1.9395,2.1851,60.2890,0.0046,3854.6801
Gl-677A,35.3965,46.9162,-33.5413,67.6687,0.0565,4409.2340
NN-4182,14.6841,58.2209,13.4872,61.5403,0.0118,4051.1958
NN-4108,31.3150,60.4013,-8.1411,68.5217,0.0003,3368.0868
Gl-575.1,24.6828,25.0751,-62.8180,72.0007,0.0034,3748.9340
NN-3923,24.2049,26.2604,-43.4385,56.2351,0.0016,3677.0146
NN-4365,-17.5618,56.5592,36.1734,69.3965,0.0002,6046.9729
Gl-78.1,-39.1292,34.4494,31.8249,61.0793,14.9968,6481.0089
Gl-546,11.3495,11.5278,-44.3429,47.2016,0.0692,4194.2733
GJ-1275,-4.1117,60.3712,29.9755,67.5286,0.0002,5852.5094
Gl-557,13.7883,14.0911,-46.9090,50.8835,4.4463,7100.6678
NN-3720,-6.5587,-1.2587,-49.7326,50.1790,0.0001,3190.2349
Gl-433.1,-19.4748,-6.8070,-69.4828,72.4807,0.008110941.1685
NN-3310,-70.5349,10.4883,12.9723,72.4807,0.0018,3649.0419
Gl-777B,20.9898,50.3381,0.6126,54.5424,0.0004,3554.5173
Gl-777A,20.9488,50.3550,0.6292,54.5424,1.2706,5501.0930
NN-3798,9.0440,11.0578,-71.3891,72.8043,0.0002,3452.5084
NN-3033,-22.7861,46.6520,33.0392,61.5403,0.0005,3554.5173
Gl-518.2A,7.7095,9.8747,-67.8087,68.9563,0.0724,5815.2137
Gl-518.2B,7.7149,9.8815,-67.8072,68.9563,0.0240,5191.8465
Gl-607,23.2869,26.6069,-39.8762,53.2947,0.0023,3705.4360
NN-3833,11.0247,12.0304,-49.2198,51.8543,0.1343,4558.5202
NN-3635,-28.8996,-9.9450,-66.2580,72.9672,0.0003,3452.5084
Gl-584A,20.2683,22.1495,-45.7544,54.7254,1.4454,6046.9729
Gl-908.1,-17.6947,55.6838,34.6916,67.9507,0.0692,4194.2733
Gl-414A,-15.9783,-5.3043,-41.2548,44.5578,0.0759,4051.1958
Gl-414B,-15.9831,-5.3061,-41.2527,44.5578,0.0166,3763.6701
Gl-704B,27.7842,42.7389,-20.9021,55.0952,0.1038,4514.7926
Gl-704A,27.7842,42.7389,-20.9021,55.0952,2.5823,6388.8889
Gl-301.1,-59.0858,-12.4055,-36.2982,70.4456,0.1169,4429.9292
Gl-26,-17.2266,30.1509,21.8487,41.0268,0.0052,3748.9340
GJ-1104,-65.4784,-11.7039,-32.3368,73.9599,0.2188,5928.6628
Gl-254,-56.1023,-5.4206,-14.6780,58.2435,0.0360,4017.0035
GJ-1288,-9.5177,33.2291,19.7797,39.8246,0.0002,3427.9447
NN-3762,0.6661,4.7107,-54.1520,54.3606,0.0002,3321.7317
Gl-439,-18.6815,-4.7373,-71.5788,74.1280,0.1169,4450.8295
Gl-632.1,25.1158,31.8994,-35.4691,53.9113,0.0380,4308.7270
Gl-113.1,-32.9058,18.5589,17.9259,41.8158,0.2831,4840.8754
NN-3491,-45.6602,-9.0871,-28.0650,54.3606,0.0079,3808.6099
Wo-9448A,5.7508,9.8344,-66.5607,67.5286,0.0134,3886.0435
NN-3719,-9.4756,-0.4484,-63.2461,63.9536,0.0007,3621.5071
Gl-464.1,-7.6577,0.5243,-60.8265,61.3089,0.0955,5468.4090
Gl-423A,-11.6220,-3.1325,-31.7717,33.9753,1.8197,6006.9760
Gl-635A,15.2464,19.9811,-21.3009,32.9458,6.0814,5778.4237
Gl-761.1,28.0736,60.7779,-7.6948,67.3891,0.6138,5567.7287
Gl-875.1,-4.0985,45.4447,20.8784,50.1790,0.0046,3719.8185
Gl-274A,-51.0056,-6.3860,-20.0850,55.1884,7.0469,7337.0793
Gl-278C,-43.7520,-5.7307,-18.2598,47.7545,0.0441,3808.6099
Gl-278A,-43.7531,-5.7140,-18.2623,47.7545,53.9511,9652.2031
Gl-376,-29.4892,-7.9056,-40.3114,50.5680,1.5136,5742.1289
NN-3420,-58.3549,-4.7823,-16.5750,60.8514,0.0001,4840.8754
Gl-273.1,-62.4167,-7.5728,-24.6358,67.5286,0.2992,4891.5725
Gl-767B,16.9384,40.5334,-2.7570,44.0166,0.0058,3763.6701
Gl-767A,16.9384,40.5334,-2.7570,44.0166,0.0138,3823.8388
Gl-840,5.6734,63.3387,19.6667,66.5639,0.2805,4943.4059
Gl-856A,-0.0232,33.5070,12.7254,35.8421,0.0029,3691.1685
Wo-9256,-63.6774,-10.4969,-37.4923,74.6369,0.8630,5636.1130
Gl-672,20.9780,30.9642,-23.6579,44.2555,1.1272,5890.3220
Gl-747A,11.4646,23.4559,-5.1138,26.6039,0.0010,3515.5408
Gl-905.2B,-14.9375,49.4957,27.7188,58.6625,0.0030,8571.3219
NN-3409B,-67.3402,-3.3741,-15.7907,69.2491,0.0053,3748.9340
NN-3408A,-67.3421,-3.3689,-15.7840,69.2491,0.1213,4840.8754
NN-4124,20.6799,51.6833,-3.1192,55.7544,0.0028,3621.5071
Gl-905.2A,-14.9635,49.5093,27.6804,58.6625,0.0060,3705.4360
NN-3115,-42.4846,40.0889,31.9171,66.5639,1.8880,6170.4797
GJ-1112,-58.5506,-10.5436,-40.2735,71.8421,0.0003,7461.8638
GJ-1108B,-48.2807,-7.4706,-27.8487,56.2351,0.0037,3748.9340
GJ-1108A,-48.2790,-7.4665,-27.8526,56.2351,0.0247,4034.0241
Gl-336,-50.1202,-10.6198,-46.3717,69.1024,0.0406,3966.8287
Gl-270,-50.6749,-4.7380,-18.3124,54.0901,0.0225,3886.0435
NN-3607,-33.9306,-8.2276,-58.2951,67.9507,0.0031,3870.2956
Gl-738A,25.2021,50.2177,-13.2500,57.7280,2.0701,6006.9760
GJ-1117,-49.7624,-9.9916,-42.6460,66.2934,0.000510002.1885
NN-3028,-15.3130,32.1282,19.9920,40.8214,0.0001,3190.2349
GJ-1096,-45.7250,-3.8197,-16.0444,48.6085,0.0003,3452.5084
Gl-82.1,-42.7034,37.2983,29.5858,63.9536,0.4656,5341.7087
Gl-758,23.0798,52.0197,-8.3861,57.5244,0.7656,5250.7064
Gl-251,-18.1118,-0.9283,-4.9089,18.7882,0.0029,3691.1685
GJ-1250,22.9049,65.8205,-0.3844,69.6930,0.0004,3368.0868
NN-3801,3.1950,6.9071,-33.8534,34.6982,0.0017,3594.3995
Gl-606.2,21.2445,28.7160,-40.9772,54.3606,1.7061,5967.5435
Gl-507.1,1.6578,9.6161,-63.7163,64.4592,0.0192,3778.5271
Gl-474,-6.8970,3.4856,-60.1306,60.6252,0.9638,4625.8097
NN-3776,1.3520,8.9821,-59.7137,60.4006,0.1660,4429.9292
Gl-638,13.8234,19.9550,-20.2382,31.6050,0.0466,4000.1321
Gl-765.4A,27.0091,68.9644,-5.8695,74.2969,0.2070,4766.8768
Gl-162,-41.8276,12.4940,10.3514,44.8643,0.0139,3778.5271
Gl-767.1A,26.4689,68.2901,-5.6800,73.4602,5.1523,6528.1554
Gl-767.1B,26.4614,68.2934,-5.6745,73.4602,0.1660,4648.7071
Gl-615.2C,29.4634,41.3415,-53.0960,73.4602,0.0052,3950.3928
Gl-30,-26.9112,44.6760,28.9016,59.6277,0.0938,4471.9379
Gl-615.2A,29.4373,41.5262,-52.9662,73.4602,2.7290,6343.8806
Gl-334.2,-45.7153,-8.4949,-42.0977,62.7237,1.4060,5967.5435
Gl-806.1B,15.1735,60.5412,6.2285,62.7237,0.0014,3567.7091
Gl-806.1A,15.1579,60.5434,6.2451,62.7237,33.7287,4671.8446
Gl-747.2,28.8352,63.2179,-14.1265,70.9051,0.0698,4231.7111
GJ-1107,-51.7524,-6.5348,-29.3358,59.8465,0.0258,4034.0241
Gl-52.2,-38.5328,51.5792,35.0284,73.2951,0.0020,3662.9729
Gl-434,-8.0540,-0.4977,-26.9347,28.1175,0.4786,5534.1967
Gl-92,-23.8072,18.3164,14.2533,33.2480,1.0375,5928.6628
Gl-679,26.7542,43.7925,-30.1484,59.5189,0.6918,5778.4237
Gl-508.2,1.0483,8.8125,-52.7278,53.4694,0.0132,3886.0435
Gl-116,-39.0256,22.9733,18.4512,48.9001,0.0296,4051.1958
Gl-612.1,24.8273,36.2688,-48.5564,65.4946,0.0231,4231.7111
NN-3002,-22.3290,54.8094,30.4649,66.5639,1.3183,5890.3220
NN-3926B,23.9965,35.0391,-51.7875,66.9740,0.0020,3748.9340
NN-3925A,23.9883,35.0444,-51.7877,66.9740,0.0073,3778.5271
NN-3919,20.3063,29.7172,-45.0033,57.6260,0.0015,3594.3995
GJ-1274,-7.1615,62.5744,25.1253,67.8094,0.0077,3748.9340
Gl-507B,0.2788,7.0796,-40.2019,40.8214,0.0020,3677.0146
Gl-507A,0.2788,7.0796,-40.2019,40.8214,0.0215,3839.1950
GJ-1152,-19.0199,0.9995,-70.6071,73.1308,0.0603,5341.7087
Gl-490B,-3.9902,8.9716,-68.1067,68.8108,0.0020,3594.3995
GJ-1115,-55.5360,-8.0101,-45.8808,72.4807,0.0817,4429.9292
Gl-490A,-3.9890,8.9772,-68.1060,68.8108,0.0207,3886.0435
Gl-378.3,-39.3146,-6.5582,-55.3838,68.2350,9.1201,8321.0918
Gl-450,-6.9231,0.3743,-25.4837,26.4100,0.0073,3778.5271
Gl-158,-54.9721,18.5431,13.2936,59.5189,0.1148,5078.2300
Gl-94,-43.0204,33.1263,24.3801,59.5189,0.0028,3839.1950
Gl-226.3,-65.9515,3.9475,-8.0980,66.5639,1.3428,5967.5435
NN-3929,19.0508,28.9542,-40.7148,53.4694,0.0020,3662.9729
Gl-85.1,-50.9111,41.9630,30.3982,72.6422,0.0014,3823.8388
Gl-554,14.0700,24.9310,-68.3772,74.1280,0.1486,4648.7071
Gl-29.1,-31.5848,52.6654,31.6845,69.1024,0.0240,3793.5065
GJ-1138,-14.4303,-1.8458,-28.3355,31.8519,0.0005,3567.7091
NN-4105,21.3678,50.8010,-11.1830,56.2351,0.0041,3705.4360
Gl-53.3,-35.9660,47.5506,30.5107,66.9740,55.4626,3691.1685
Gl-519,1.6210,7.0302,-31.1845,32.0082,0.0203,3917.9429
Gl-356A,-24.9008,-3.7182,-27.7782,37.4900,0.7870,5372.7941
Gl-417,-28.5527,-2.1601,-68.3743,74.1280,1.2474,5928.6628
Gl-501.1,-1.8856,11.5706,-68.5492,69.5444,0.2291,6046.9729
NN-4041,24.5728,46.9516,-24.1667,58.2435,0.0129,3823.8388
Gl-411,-3.4014,-0.2952,-7.4659,8.2095,0.0056,3778.5271
Gl-277A,-36.0448,-1.7544,-15.5542,39.2968,0.0074,3839.1950
Gl-277B,-36.0452,-1.7471,-15.5541,39.2968,0.0024,3763.6701
Gl-906,-16.8492,50.6363,24.6123,58.7682,0.0310,4034.0241
Gl-850,-0.2306,61.4030,17.8798,63.9536,0.4246,5311.0037
GJ-1170,-0.7006,13.2252,-69.6573,70.9051,0.0126,3934.0981
NN-3968,23.1665,38.2389,-38.9599,59.3024,0.0072,3793.5065
Gl-353,-33.6072,-4.5361,-36.4639,49.7959,0.0171,3793.5065
GJ-1289,-7.4294,22.9919,10.9246,26.5173,0.0005,3649.0419
NN-3190,-50.0757,29.2626,20.5749,61.5403,0.0018,3763.6701
Gl-6,-25.3618,58.4823,30.3430,70.5981,1.5276,6434.5926
Gl-626.2,18.9687,31.6704,-35.1341,50.9630,0.0009,8402.6953
GJ-1047C,-51.3845,39.8574,27.0852,70.4456,0.0008,3515.5408
GJ-1047A,-51.3905,39.8551,27.0772,70.4456,0.0010,3541.4261
Gl-639,24.0686,41.5890,-39.7532,62.3639,0.1380,5221.1002
GJ-1092,-41.4461,0.8936,-11.5305,43.0295,0.0005,3567.7091
GJ-1091,-70.9303,1.5586,-19.6789,73.6260,0.0021,4034.0241
Gl-217,-56.9137,7.0968,-4.4190,57.5244,0.3076,5191.8465
Gl-754.2,18.7370,49.9771,-10.3095,54.3606,0.7244,5670.9835
NN-4165,11.2275,58.0837,4.1239,59.3024,0.0030,8658.4730
Gl-246,-50.2014,1.5101,-13.8651,52.1028,0.006411247.0734
GJ-1223,15.5197,31.7379,-16.6627,39.0615,0.0001,3427.9447
GJ-1134,-16.4792,-1.0469,-29.6120,33.9047,0.0006,3541.4261
Gl-451A,-7.7380,1.5861,-26.9852,28.1175,0.1706,5436.1366
NN-4174,11.8438,72.3565,6.7118,73.6260,0.2884,3554.5173
Gl-822.1C,7.8547,62.4280,8.2280,63.4559,0.0052,3748.9340
Gl-822.1B,7.8325,62.4329,8.2116,63.4559,0.9204,5967.5435
Gl-822.1A,7.8325,62.4329,8.2116,63.4559,12.3595,6988.5648
NN-3978,11.8261,21.7472,-20.2415,31.9768,0.0051,3662.9729
NN-4327,-12.4918,52.8040,20.8786,58.1396,0.0072,3734.3173
Gl-134,-43.1461,22.7973,14.1339,50.8043,0.0163,3823.8388
Gl-706,13.9927,30.4803,-15.0764,36.7715,0.3048,5078.2300
Gl-563.1,13.0861,28.4726,-61.9187,69.3965,0.0515,4086.0014
GJ-1249,19.4358,71.7297,-4.7282,74.4665,1.5417,5778.4237
Gl-400A,-19.1806,-0.5034,-35.1206,40.0200,0.0249,3934.0981
GJ-1122A,-46.6416,-3.5943,-46.2153,65.7587,0.0005,3541.4261
GJ-1122B,-46.6416,-3.5924,-46.2154,65.7587,0.0005,3541.4261
Gl-268,-18.6273,0.3438,-6.7497,19.8155,0.0008,3502.7445
Gl-792,10.3861,48.0079,0.4885,49.1210,0.0008,3440.1812
Gl-820B,1.5163,11.1369,1.1435,11.2977,0.0406,4000.1321
Gl-820A,1.5163,11.1369,1.1435,11.2977,0.0863,4348.3479
GJ-1234,12.3530,35.2134,-7.6986,38.1032,0.0002,6674.1615
Gl-721,9.1145,21.9440,-8.2922,25.1669,90.364910125.2372
NN-4049B,13.7949,31.2800,-14.3180,37.0640,0.0004,3427.9447
NN-4048A,13.7947,31.2809,-14.3161,37.0640,0.0020,3677.0146
GJ-1070,-57.1142,19.0659,7.9730,60.7381,0.0002,3502.7445
NN-3842,7.9439,23.6024,-61.7299,66.5639,0.0043,3778.5271
Gl-611A,12.5721,24.0144,-30.3863,40.7195,0.2938,5501.0930
Gl-611B,13.8821,26.5232,-33.5817,44.9880,0.0003,3490.0442
NN-3674,-24.0833,4.0637,-68.2418,72.4807,0.0417,4034.0241
NN-4099,19.4238,54.2795,-13.9008,59.3024,0.0085,3748.9340
